<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01.09.2020,18:38:00,112693,115219,107915,113816,30
01.09.2020,18:39:00,113102,115231,108017,111676,30
01.09.2020,18:40:00,114805,115289,108009,111164,92
01.09.2020,18:41:00,110345,114990,107905,110630,12
01.09.2020,18:42:00,111793,115174,108004,109986,49
01.09.2020,18:43:00,107992,115155,107919,111622,50
01.09.2020,18:44:00,110446,115038,108004,113525,90
01.09.2020,18:45:00,113826,114983,108250,108553,40
01.09.2020,18:46:00,111909,115107,108099,111731,21
01.09.2020,18:47:00,108555,115233,107960,114581,42
01.09.2020,18:48:00,109967,115235,107971,113774,7
01.09.2020,18:49:00,108517,115170,107935,113683,38
01.09.2020,18:50:00,109482,115296,108010,115131,59
01.09.2020,18:51:00,108531,115267,108078,115267,5
01.09.2020,18:52:00,113379,115124,108237,113434,2
01.09.2020,18:53:00,109627,115063,108338,110375,48
01.09.2020,18:54:00,111751,115262,108007,113051,12
01.09.2020,18:55:00,108397,115178,107960,113635,14
01.09.2020,18:56:00,108498,115151,107902,115151,5
01.09.2020,18:57:00,109213,115298,108057,109339,53
01.09.2020,18:58:00,112557,115274,107996,110411,41
01.09.2020,18:59:00,114413,115177,108066,111730,56
01.09.2020,19:00:00,111147,115186,108129,108326,41
01.09.2020,19:01:00,110765,115264,107906,112005,5
01.09.2020,19:02:00,108830,115157,108072,112626,60
01.09.2020,19:03:00,115172,115239,107923,112890,25
01.09.2020,19:04:00,115198,115198,107991,109978,54
01.09.2020,19:05:00,108661,114750,107905,113830,96
01.09.2020,19:06:00,112216,115298,108039,111350,81
01.09.2020,19:07:00,114599,115250,107971,109424,75
01.09.2020,19:08:00,111804,115208,107913,115182,38
01.09.2020,19:09:00,111601,115069,107965,114893,19
01.09.2020,19:10:00,108387,115203,108154,110133,44
01.09.2020,19:11:00,114040,114991,107971,110686,83
01.09.2020,19:12:00,113828,115172,108030,109035,72
01.09.2020,19:13:00,108491,115283,108198,113201,24
01.09.2020,19:14:00,110071,115259,108038,111508,46
01.09.2020,19:15:00,114570,115195,108075,109430,44
01.09.2020,19:16:00,109042,115258,107913,113934,49
01.09.2020,19:17:00,111135,115285,107981,115092,57
01.09.2020,19:18:00,108193,115192,107938,109136,2
01.09.2020,19:19:00,110172,115244,108132,111475,94
01.09.2020,19:20:00,113716,115166,107961,112157,98
01.09.2020,19:21:00,108119,115279,107957,112892,89
01.09.2020,19:22:00,115061,115120,108082,108457,2
01.09.2020,19:23:00,110480,115089,107920,111601,39
01.09.2020,19:24:00,114401,115167,107922,111557,72
01.09.2020,19:25:00,108727,115249,107931,110864,4
01.09.2020,19:26:00,115061,115235,107937,111313,68
01.09.2020,19:27:00,112417,115234,108037,110065,95
01.09.2020,19:28:00,113072,115204,107945,112556,42
01.09.2020,19:29:00,108756,115133,108065,110206,10
01.09.2020,19:30:00,108232,115291,107978,111469,79
01.09.2020,19:31:00,114596,115286,108260,110792,53
01.09.2020,19:32:00,114065,115159,107959,112934,82
01.09.2020,19:33:00,113325,115298,107912,114069,27
01.09.2020,19:34:00,110193,115206,108188,113974,51
01.09.2020,19:35:00,114234,115021,107986,111251,53
01.09.2020,19:36:00,110681,115226,108222,109196,94
01.09.2020,19:37:00,113152,115036,107995,112187,13
01.09.2020,19:38:00,109421,115245,107956,110336,4
01.09.2020,19:39:00,112257,115208,108197,109866,30
01.09.2020,19:40:00,110810,115152,108017,109568,45
01.09.2020,19:41:00,108026,115257,108026,110438,80
01.09.2020,19:42:00,110884,115264,108200,111029,22
01.09.2020,19:43:00,108494,115098,108240,110644,87
01.09.2020,19:44:00,108863,115293,107920,111045,57
01.09.2020,19:45:00,114742,115184,107972,110642,45
01.09.2020,19:46:00,112773,115289,108027,108572,21
01.09.2020,19:47:00,109448,115274,107965,110135,71
01.09.2020,19:48:00,114493,114900,107909,111258,62
01.09.2020,19:49:00,114684,115022,107964,112701,67
01.09.2020,19:50:00,112752,115250,108070,114163,70
01.09.2020,19:51:00,113645,115257,108182,112848,83
01.09.2020,19:52:00,111008,115194,108103,112357,13
01.09.2020,19:53:00,111360,115233,107949,108680,43
01.09.2020,19:54:00,114171,115299,107917,109007,65
01.09.2020,19:55:00,110491,115164,107915,111350,37
01.09.2020,19:56:00,113586,115266,107909,109596,80
01.09.2020,19:57:00,110777,115082,107945,111801,44
01.09.2020,19:58:00,112986,115297,108045,108847,48
01.09.2020,19:59:00,108961,115284,107973,114908,48
01.09.2020,20:00:00,111498,115241,107979,109627,12
02.09.2020,10:00:00,110964,115204,107934,108256,71
02.09.2020,10:01:00,108732,115210,107984,109783,60
02.09.2020,10:02:00,110326,115194,108046,114604,18
02.09.2020,10:03:00,111921,114901,107967,113098,12
02.09.2020,10:04:00,108336,115081,107961,107961,40
02.09.2020,10:05:00,111274,115236,108008,108008,76
02.09.2020,10:06:00,111332,115272,107957,111890,33
02.09.2020,10:07:00,113648,115272,107982,111643,45
02.09.2020,10:08:00,109277,115129,108263,112039,6
02.09.2020,10:09:00,110686,115001,107924,108246,26
02.09.2020,10:10:00,107954,115061,107923,113792,5
02.09.2020,10:11:00,110163,115263,108099,113063,15
02.09.2020,10:12:00,108922,114867,108004,114689,70
02.09.2020,10:13:00,113582,114760,107912,108106,25
02.09.2020,10:14:00,108852,115134,107983,108023,69
02.09.2020,10:15:00,110949,115271,107936,110375,12
02.09.2020,10:16:00,114134,115194,107961,108725,47
02.09.2020,10:17:00,112705,115255,107900,110245,45
02.09.2020,10:18:00,113024,115237,108075,109390,43
02.09.2020,10:19:00,111063,115175,107958,110075,10
02.09.2020,10:20:00,114230,114839,108034,110917,64
02.09.2020,10:21:00,111040,115261,107937,114115,89
02.09.2020,10:22:00,108602,115279,107984,109239,34
02.09.2020,10:23:00,111849,115298,108009,112996,69
02.09.2020,10:24:00,109892,115286,108024,111756,39
02.09.2020,10:25:00,108007,115150,108007,111820,91
02.09.2020,10:26:00,108399,115270,108094,110167,38
02.09.2020,10:27:00,114517,115295,107928,109880,14
02.09.2020,10:28:00,110880,115287,107937,112430,34
02.09.2020,10:29:00,110985,115137,107935,111088,65
02.09.2020,10:30:00,111752,115207,108212,112797,77
02.09.2020,10:31:00,113104,115282,107916,111608,65
02.09.2020,10:32:00,112796,115026,108076,108664,38
02.09.2020,10:33:00,112387,115243,107998,108988,65
02.09.2020,10:34:00,110268,114989,107920,113542,71
02.09.2020,10:35:00,112998,115263,107924,110226,57
02.09.2020,10:36:00,108888,115298,107922,112760,12
02.09.2020,10:37:00,111444,115003,108043,111876,71
02.09.2020,10:38:00,114560,115063,108088,114511,25
02.09.2020,10:39:00,108137,115054,108028,115003,73
02.09.2020,10:40:00,113315,115276,107942,115146,83
02.09.2020,10:41:00,110077,115253,107918,112677,1
02.09.2020,10:42:00,109939,115117,107986,109072,1
02.09.2020,10:43:00,109289,115290,107978,110646,37
02.09.2020,10:44:00,112277,115147,108075,110049,75
02.09.2020,10:45:00,108351,115117,108108,110348,28
02.09.2020,10:46:00,112322,115264,108060,112477,47
02.09.2020,10:47:00,110989,115273,108051,112515,91
02.09.2020,10:48:00,113000,115093,108121,109667,92
02.09.2020,10:49:00,110369,115271,107949,111987,73
02.09.2020,10:50:00,110493,115296,107944,111280,33
02.09.2020,10:51:00,108362,115180,108018,110251,64
02.09.2020,10:52:00,109353,115289,107948,112707,47
02.09.2020,10:53:00,111725,115226,107901,109061,1
02.09.2020,10:54:00,110789,114928,107989,110814,11
02.09.2020,10:55:00,109074,115102,108032,108466,33
02.09.2020,10:56:00,113444,114977,107954,114251,72
02.09.2020,10:57:00,108442,115294,108269,113221,12
02.09.2020,10:58:00,108578,115275,108053,108460,63
02.09.2020,10:59:00,108199,114967,107909,111470,90
02.09.2020,11:00:00,112590,115254,108200,114506,71
02.09.2020,11:01:00,113240,115071,108040,109445,57
02.09.2020,11:02:00,114350,115211,107901,112855,57
02.09.2020,11:03:00,109130,115298,107927,109518,40
02.09.2020,11:04:00,110578,115263,108125,110076,74
02.09.2020,11:05:00,109115,115209,107957,111972,75
02.09.2020,11:06:00,110919,114985,107908,110275,50
02.09.2020,11:07:00,111819,115286,108045,108297,2
02.09.2020,11:08:00,115203,115203,108299,108301,92
02.09.2020,11:09:00,114447,115266,107934,113975,27
02.09.2020,11:10:00,113421,115250,108065,108175,42
02.09.2020,11:11:00,110595,115255,107962,108214,72
02.09.2020,11:12:00,108379,115288,107934,110280,67
02.09.2020,11:13:00,111810,115229,108069,108225,10
02.09.2020,11:14:00,111078,115189,108057,109735,80
02.09.2020,11:15:00,108399,115286,107928,114152,16
02.09.2020,11:16:00,114330,115241,107915,114440,43
02.09.2020,11:17:00,114727,115065,107907,114277,16
02.09.2020,11:18:00,113014,115244,107994,109370,5
02.09.2020,11:19:00,108875,115190,107905,107914,2
02.09.2020,11:20:00,111232,115231,107997,112762,5
02.09.2020,11:21:00,112458,115212,107900,113690,55
02.09.2020,11:22:00,111364,115225,107975,109467,80
02.09.2020,11:23:00,113659,115203,107962,115042,65
02.09.2020,11:24:00,113895,115181,107959,107959,32
02.09.2020,11:25:00,112624,115273,107927,108891,81
02.09.2020,11:26:00,114917,115232,107952,109061,56
02.09.2020,11:27:00,108182,115108,108016,114681,7
02.09.2020,11:28:00,109212,115200,107954,114804,74
02.09.2020,11:29:00,114447,115182,107910,114596,27
02.09.2020,11:31:00,111713,115234,107902,109601,73
02.09.2020,11:32:00,113385,115286,107930,114831,52
02.09.2020,11:33:00,110238,115171,107908,109953,34
02.09.2020,11:34:00,112156,114736,107937,113001,11
02.09.2020,11:35:00,109549,115289,107975,112581,89
02.09.2020,11:36:00,108445,115275,108375,112608,77
02.09.2020,11:37:00,109391,115250,108065,111189,73
02.09.2020,11:38:00,109555,115292,107928,112823,70
02.09.2020,11:39:00,109000,115171,107969,110012,46
02.09.2020,11:40:00,107955,115273,107939,113749,97
02.09.2020,11:41:00,114738,115126,108028,111577,66
02.09.2020,11:42:00,113706,115191,108029,114686,40
02.09.2020,11:43:00,108395,115237,107998,115026,39
02.09.2020,11:44:00,113943,115189,107957,113722,50
02.09.2020,11:45:00,109209,115111,108034,110104,57
02.09.2020,11:46:00,112658,115289,107912,108321,78
02.09.2020,11:47:00,114931,115233,107961,111188,62
02.09.2020,11:48:00,108821,115140,108080,110759,64
02.09.2020,11:49:00,108332,115299,107933,111353,5
02.09.2020,11:50:00,112091,115234,107975,109621,64
02.09.2020,11:51:00,108538,115291,107962,114363,74
02.09.2020,11:52:00,108832,115182,108341,112679,83
02.09.2020,11:53:00,114057,115052,107921,112275,59
02.09.2020,11:54:00,109366,115273,108053,112902,54
02.09.2020,11:55:00,111091,114937,107902,111750,30
02.09.2020,11:56:00,108022,115241,107959,109771,52
02.09.2020,11:57:00,108565,115195,107966,111775,6
02.09.2020,11:58:00,111017,115148,107925,110708,25
02.09.2020,11:59:00,114233,114944,107990,109650,36
02.09.2020,12:00:00,113763,115209,108064,113947,49
02.09.2020,12:01:00,113135,115068,107974,113631,86
02.09.2020,12:02:00,110434,115224,108175,109667,53
02.09.2020,12:03:00,107974,115271,107974,113369,52
02.09.2020,12:04:00,115171,115256,108183,112653,81
02.09.2020,12:05:00,111217,115142,107994,114440,80
02.09.2020,12:06:00,114423,114997,107985,111606,16
02.09.2020,12:07:00,110113,115151,108670,109198,71
02.09.2020,12:08:00,114594,115102,108042,112447,39
02.09.2020,12:09:00,110347,115257,107924,111617,1
02.09.2020,12:10:00,107945,115022,107908,109384,43
02.09.2020,12:11:00,109780,115195,107915,112069,23
02.09.2020,12:12:00,113982,115265,108014,109577,57
02.09.2020,12:13:00,110373,115255,108023,112365,40
02.09.2020,12:14:00,107920,115219,107913,111695,27
02.09.2020,12:15:00,113509,114999,107901,108119,41
02.09.2020,12:16:00,110748,114906,108026,110811,88
02.09.2020,12:17:00,113035,115156,107950,108944,96
02.09.2020,12:18:00,114858,115279,107902,113840,69
02.09.2020,12:19:00,108693,115205,107969,112016,21
02.09.2020,12:20:00,114634,115289,107948,114902,47
02.09.2020,12:21:00,113036,115228,107955,110249,85
02.09.2020,12:22:00,109659,115083,108022,108022,74
02.09.2020,12:23:00,108403,115263,108240,108581,30
02.09.2020,12:24:00,115296,115296,107927,113107,66
02.09.2020,12:25:00,109088,115250,108397,109178,92
02.09.2020,12:26:00,108392,115033,108130,112169,59
02.09.2020,12:27:00,112677,115142,108391,109860,85
02.09.2020,12:28:00,109102,115191,108203,114936,73
02.09.2020,12:29:00,108257,115032,108083,114132,80
02.09.2020,12:30:00,112905,115273,107903,112178,86
02.09.2020,12:31:00,110791,115251,107961,109224,94
02.09.2020,12:32:00,110003,115219,107966,111748,49
02.09.2020,12:33:00,113100,115246,107976,110288,93
02.09.2020,12:34:00,114998,115204,108249,110612,42
02.09.2020,12:35:00,112235,115113,107998,113668,15
02.09.2020,12:36:00,112650,115298,108116,112595,39
02.09.2020,12:37:00,114618,115176,107941,110334,16
02.09.2020,12:38:00,109647,115290,108141,113200,32
02.09.2020,12:39:00,111292,115294,107993,108146,27
02.09.2020,12:40:00,113663,115225,107985,109767,66
02.09.2020,12:41:00,112907,115070,107978,112488,25
02.09.2020,12:42:00,110182,115076,107944,114661,95
02.09.2020,12:43:00,108754,115075,108047,115008,53
02.09.2020,12:44:00,110999,114445,107924,112406,67
02.09.2020,12:45:00,114292,115228,108159,115161,24
02.09.2020,12:46:00,110813,115120,108021,114109,27
02.09.2020,12:47:00,110748,115203,107947,110797,47
02.09.2020,12:48:00,115232,115232,108314,112662,31
02.09.2020,12:49:00,110792,115271,108157,114757,80
02.09.2020,12:50:00,110683,115112,108123,112462,40
02.09.2020,12:51:00,112409,115143,108034,110507,1
02.09.2020,12:52:00,108312,114993,107945,111784,2
02.09.2020,12:53:00,110698,115124,108187,110598,17
02.09.2020,12:54:00,110762,115275,107908,115275,68
02.09.2020,12:55:00,109587,115291,108362,114961,1
02.09.2020,12:56:00,110162,115227,108050,115032,54
02.09.2020,12:57:00,113605,114977,107916,111667,42
02.09.2020,12:58:00,111049,115290,107928,115214,66
02.09.2020,12:59:00,113368,115281,108018,111948,5
02.09.2020,13:00:00,110070,115235,107915,109597,70
02.09.2020,13:01:00,108478,115171,108127,114927,56
02.09.2020,13:02:00,108111,115291,108030,109543,54
02.09.2020,13:03:00,111435,115148,107946,111475,77
02.09.2020,13:04:00,114883,115286,108123,109584,71
02.09.2020,13:05:00,113543,115297,107915,109541,6
02.09.2020,13:06:00,111413,115297,108022,114495,70
02.09.2020,13:07:00,114452,115239,108125,109591,3
02.09.2020,13:08:00,114901,114938,107946,113873,60
02.09.2020,13:09:00,113706,115227,108144,110178,62
02.09.2020,13:10:00,108012,115293,107963,110685,30
02.09.2020,13:11:00,112701,115162,107917,108318,34
02.09.2020,13:12:00,110385,115240,108004,112345,71
02.09.2020,13:13:00,112937,115244,108221,111370,8
02.09.2020,13:14:00,108439,114879,107915,111715,82
02.09.2020,13:15:00,113266,115016,107943,111673,7
02.09.2020,13:16:00,112041,115226,107936,111345,54
02.09.2020,13:17:00,112612,115186,108058,113039,63
02.09.2020,13:18:00,114167,115149,107929,110991,58
02.09.2020,13:19:00,111247,115187,108285,112285,15
02.09.2020,13:20:00,114798,115280,108039,114791,25
02.09.2020,13:21:00,111109,115172,108102,108700,5
02.09.2020,13:22:00,113375,115098,108104,114407,79
02.09.2020,13:23:00,114497,115250,108004,113883,10
02.09.2020,13:24:00,113058,115267,108121,111954,92
02.09.2020,13:25:00,113486,114826,107916,114368,7
02.09.2020,13:26:00,111888,115234,108036,109287,75
02.09.2020,13:27:00,113789,115280,108179,113821,1
02.09.2020,13:28:00,113068,115259,107923,114869,44
02.09.2020,13:29:00,114505,115163,107902,114925,26
02.09.2020,13:30:00,113156,115264,107904,114352,77
02.09.2020,13:31:00,108700,115236,108033,109109,35
02.09.2020,13:32:00,109329,115194,107957,110629,96
02.09.2020,13:33:00,112816,115252,107961,112677,18
02.09.2020,13:34:00,111402,115241,107937,110203,13
02.09.2020,13:35:00,111904,115272,108052,112099,44
02.09.2020,13:36:00,113852,115142,107981,113130,83
02.09.2020,13:37:00,115289,115289,107948,112268,33
02.09.2020,13:38:00,110153,115243,108098,109558,24
02.09.2020,13:39:00,108732,114711,107917,108278,49
02.09.2020,13:40:00,108804,115226,108183,111683,10
02.09.2020,13:41:00,112165,115288,107901,112048,58
02.09.2020,13:42:00,109717,115299,108087,113086,27
02.09.2020,13:43:00,113139,115192,108119,108150,10
02.09.2020,13:44:00,108479,115057,108249,111892,73
02.09.2020,13:45:00,108102,115100,107967,114877,9
02.09.2020,13:46:00,108047,115296,107930,110424,81
02.09.2020,13:47:00,112310,115297,108041,110782,66
02.09.2020,13:48:00,114836,115180,108241,113652,19
02.09.2020,13:49:00,111583,115207,108005,111285,58
02.09.2020,13:50:00,109204,115271,107935,115224,53
02.09.2020,13:51:00,108704,115257,107943,109127,41
02.09.2020,13:52:00,110271,115165,107928,114075,47
02.09.2020,13:53:00,110823,115053,108120,112443,46
02.09.2020,13:54:00,112505,115163,108266,113813,44
02.09.2020,13:55:00,111175,115201,107936,113348,49
02.09.2020,13:56:00,109383,114921,108282,109540,32
02.09.2020,13:57:00,112434,115243,107922,110100,33
02.09.2020,13:58:00,108928,115284,108064,108800,84
02.09.2020,13:59:00,109173,114980,107970,113793,21
02.09.2020,14:00:00,111806,115113,108155,113752,17
02.09.2020,14:01:00,114375,115296,108023,108119,51
02.09.2020,14:02:00,107971,115133,107971,110039,58
02.09.2020,14:03:00,110883,115298,108039,112702,32
02.09.2020,14:04:00,109772,115276,108073,109746,46
02.09.2020,14:05:00,111848,115286,108040,114126,85
02.09.2020,14:06:00,112994,115077,108083,112498,40
02.09.2020,14:07:00,110047,115134,107972,109833,86
02.09.2020,14:08:00,112626,115057,108152,113414,5
02.09.2020,14:09:00,108705,115287,107927,108003,77
02.09.2020,14:10:00,114154,115266,108232,112279,97
02.09.2020,14:11:00,114982,115259,108058,109770,19
02.09.2020,14:12:00,111201,115232,107924,114856,50
02.09.2020,14:13:00,109646,115004,107928,114910,15
02.09.2020,14:15:00,111409,115297,107991,111318,41
02.09.2020,14:16:00,107922,114956,107922,108182,42
02.09.2020,14:17:00,113045,115077,108013,113093,36
02.09.2020,14:18:00,109724,115282,108419,110908,29
02.09.2020,14:19:00,111405,115254,107994,112308,27
02.09.2020,14:20:00,114928,115040,107918,113814,66
02.09.2020,14:21:00,112984,115175,108179,111383,61
02.09.2020,14:22:00,109272,115204,107919,112261,81
02.09.2020,14:23:00,112259,115224,108011,114252,31
02.09.2020,14:25:00,109844,115250,107927,109165,3
02.09.2020,14:26:00,110201,115137,107958,109589,3
02.09.2020,14:27:00,109779,115218,108054,108574,71
02.09.2020,14:28:00,112502,115153,107925,114335,80
02.09.2020,14:29:00,108536,115199,107945,113377,25
02.09.2020,14:30:00,113035,115166,107923,111886,81
02.09.2020,14:31:00,114505,115169,108048,109643,16
02.09.2020,14:32:00,108846,115268,107909,111128,51
02.09.2020,14:33:00,109983,115274,107971,112373,51
02.09.2020,14:34:00,114882,115295,107905,109391,92
02.09.2020,14:35:00,108389,115206,107939,108762,14
02.09.2020,14:36:00,114712,114998,108190,110965,54
02.09.2020,14:37:00,109845,115290,107958,114954,74
02.09.2020,14:38:00,114655,115287,107967,112443,7
02.09.2020,14:39:00,111814,115159,108102,110152,19
02.09.2020,14:40:00,115027,115027,108211,109405,62
02.09.2020,14:41:00,113914,115224,107914,111628,48
02.09.2020,14:42:00,115175,115266,108618,109546,34
02.09.2020,14:43:00,110670,115205,107923,113768,80
02.09.2020,14:44:00,112630,115183,107998,112612,10
02.09.2020,14:45:00,109964,115244,108084,115001,82
02.09.2020,14:46:00,114817,115232,107995,108327,75
02.09.2020,14:47:00,109533,115024,107925,110432,83
02.09.2020,14:48:00,109239,115175,108053,109724,72
